id;organization_id;type;title;description;mux_asset_id;mux_playback_id;thumbnail_url;duration_seconds;status;tags;tournament_id;published_at;created_at;source;storage_path
91cf2783-441b-4d10-aa85-2227dd6dc783;a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11;short;Katerina;Test;;;https://nijiwypubmkvmjuafmgp.supabase.co/storage/v1/object/public/thumbnails/org/a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11/videos/91cf2783-441b-4d10-aa85-2227dd6dc783/thumb_1766410359122.jpg;;published;"[""Pick""]";;2025-12-22 13:32:54.865+00;2025-12-22 13:31:45.253529+00;storage;org/a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11/videos/f617fbb5-cf8d-42c2-9fef-98b10234235d/1766410275649.mp4
23827192-f861-47e6-b917-cdc7ac51ca65;41fb095c-eb98-4241-a471-f047c87158fc;short;Augie find the middle;In MlP2025;;;https://nijiwypubmkvmjuafmgp.supabase.co/storage/v1/object/public/thumbnails/org/41fb095c-eb98-4241-a471-f047c87158fc/videos/1772071739252/thumb_1772071746589.jpg;;published;;;2026-02-26 02:18:48.946+00;2026-02-26 02:10:03.529913+00;storage;org/41fb095c-eb98-4241-a471-f047c87158fc/videos/a30958f1-38c4-4194-b5a5-536a85c3fd00/1772071739252.mp4
