id;creator_user_id;name;description;banner_url;event_date;location;share_id;created_at;updated_at;is_featured
852eb7e2-892c-4b5d-ab1c-377239e9d5ee;5040f0f2-f564-401c-9737-4b030b6371d7;Vinhomes Championship 2026;;;2026-04-11;Vin Ocean Park 2;c4236ef7763e;2026-04-09 02:44:23.773236+00;2026-04-09 04:24:39.279227+00;true
