id;reporter_user_id;content_type;content_id;reason;status;admin_notes;resolved_by;created_at;resolved_at
b6de2c69-d366-426e-8d49-3633837e3bb9;487a27dd-fe9d-4894-863d-90682b4a657d;livestream;c8e56c37-d405-4281-b66f-c5d925f89595;Copyright violation;pending;;;2026-03-05 14:22:36.974889+00;
