id;post_id;user_id;content;is_best_answer;like_count;created_at;parent_id;image_urls
cb37bc03-deeb-40c8-ae44-da4a68083d35;f8b100dc-b8d0-4181-8135-a11b820b3d36;5d3284cb-fe10-46b1-bc9a-16b3b3fd228d;"Giá từ 6600k nhé bạn
Có 5 phiên bản Kosmos, Perseus, Hyper, Scor, Agassi";false;0;2026-02-27 07:17:40.328867+00;;[]
4afeebc1-83ba-4db1-9c0a-b31171fddf45;f8b100dc-b8d0-4181-8135-a11b820b3d36;2ea45d3f-e0bf-470c-8f45-9c0c4242d684;Anh có hình không ạ?;false;0;2026-02-27 07:25:42.846955+00;cb37bc03-deeb-40c8-ae44-da4a68083d35;[]
a0e7e53d-4f8e-4451-96aa-40d250306ca3;f8b100dc-b8d0-4181-8135-a11b820b3d36;5d3284cb-fe10-46b1-bc9a-16b3b3fd228d;Đây nhé;false;0;2026-02-27 08:10:27.818312+00;4afeebc1-83ba-4db1-9c0a-b31171fddf45;"[""https://nijiwypubmkvmjuafmgp.supabase.co/storage/v1/object/public/forum-images/5d3284cb-fe10-46b1-bc9a-16b3b3fd228d/1772179808242-nyqrlk.jpeg""]"
