id;created_at;updated_at;creator_user_id;name;player_count;format;status;group_count;top_per_group;use_wildcard;wildcard_count;share_id;is_public;requires_registration;requires_skill_level;min_skill_level;max_skill_level;skill_rating_system;auto_approve_registrations;registration_message;courts;start_time;is_doubles;default_sets;parent_tournament_id
51510fe2-a8e3-4159-90b9-b06a70898e12;2026-02-12 15:17:36.032662+00;2026-02-27 03:00:04.040828+00;722fa3b0-1385-42b7-aadb-2eb7537012ff;Tên giải đấu;15;round_robin;completed;4;2;false;0;2f5600482046;true;true;true;;;DUPR;false;;[];;true;1;
95556b4a-f753-487a-88a2-2ed40e964ad1;2026-03-13 15:20:26.262832+00;2026-03-28 03:00:03.117078+00;4ee25e32-d331-4ffe-9b7a-f407545dc469;DTC Cup 2026;16;round_robin;completed;4;2;false;0;cbf406bbb766;true;true;true;;;DUPR;false;;[];;true;1;
f9e2b879-fbfb-40f5-ad8c-15238d96b4db;2026-02-22 12:48:16.385375+00;2026-03-09 03:00:11.811957+00;10942b93-7ca5-445b-83d2-049d6fbbfa37;AV — JUST ML QUALIFIERS;22;round_robin;completed;4;2;false;0;1f1f0f760eb3;true;false;false;;;DUPR;false;;[];;true;1;
6362436f-1982-4500-83fd-00be678ee3ed;2026-02-28 03:43:53.528295+00;2026-03-15 03:00:07.440898+00;5040f0f2-f564-401c-9737-4b030b6371d7;Pinktour 2026 nd 4.5;48;round_robin;completed;8;2;false;0;8adb2b298453;true;false;false;;;DUPR;false;;"[""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11""]";08:00;true;1;
1ab217de-4bfd-47fc-bd67-72647e89feda;2026-03-02 03:40:37.988376+00;2026-03-17 03:00:03.73946+00;a55b4497-4532-49c1-b324-cbe50080eea8;Đôi Nữ Hùng Nguyễn Arena - 1;8;round_robin;completed;2;2;false;0;fbb4dd6989de;true;false;false;;;DUPR;false;;[];;true;1;
6f755f17-7dfd-42c2-ab70-90a6a637324b;2025-12-23 13:59:23.909982+00;2025-12-23 14:11:18.986248+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;Bảng đấu mới 6;10;round_robin;completed;3;2;false;0;06b59d7b2ec7;true;false;false;;;DUPR;false;;[];;true;1;
d67ed027-7244-4c5a-8a35-de6e2976f5f3;2025-12-23 14:12:49.513495+00;2025-12-23 14:24:32.671323+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;Bảng đấu 6;23;round_robin;completed;6;2;false;0;939dcee8317c;true;false;false;;;DUPR;false;;[];;true;1;
6bb87602-a479-459c-bae3-f5695f52046a;2025-12-23 14:25:03.348809+00;2025-12-23 14:27:27.083321+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;Bảng đấu mới 2;7;round_robin;completed;2;2;false;0;e3f503558300;true;false;false;;;DUPR;false;;[];;true;1;
f5f143ff-a27e-4cbd-8632-3e4f307783fe;2026-04-03 15:32:22.460945+00;2026-04-03 15:36:54.580332+00;428e20d7-8b74-43e5-9394-707e59448fee;DE IAN TOURNAMENT;20;round_robin;group_stage;4;2;false;0;14285f2a6df3;true;false;false;;;DUPR;false;;[];;true;1;
256a17dc-99cf-4635-bbb8-7a6b9fe998c9;2026-04-09 04:39:44.420607+00;2026-04-09 04:39:44.826578+00;5040f0f2-f564-401c-9737-4b030b6371d7;Vh 35;32;round_robin;setup;8;2;false;0;80b06f7881ba;true;false;false;;;DUPR;false;;[];;true;1;852eb7e2-892c-4b5d-ab1c-377239e9d5ee
f36dd078-1079-4b53-9a15-ebaa5974df86;2026-03-27 07:21:44.180964+00;2026-04-11 03:00:02.587164+00;f9f9afee-9ad5-4c57-88be-caeeb9d67e91;giải mua hè;32;round_robin;completed;8;2;false;0;21c4fd45368f;true;true;true;;;DUPR;false;;[];;true;1;
fd950b3f-8983-4653-afa4-abb67eff9438;2026-04-03 09:22:57.251045+00;2026-04-04 06:26:55.740487+00;5040f0f2-f564-401c-9737-4b030b6371d7;TPP đôi nam 36-59;28;round_robin;completed;8;2;false;0;a6dd5e3c5878;true;false;false;;;DUPR;false;;"[""8"",""9"",""10"",""11"",""12"",""13""]";08:15;true;1;
73f98d29-82b7-4eee-8f9b-d34dc5535ec9;2025-12-24 01:12:01.187162+00;2025-12-24 01:24:34.121143+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;Bảng đấu mới 6;23;round_robin;completed;6;2;false;0;19d0baf8272c;true;false;false;;;DUPR;false;;[];;true;1;
be300210-febc-41d0-a701-7c49bd3daae8;2026-03-21 08:47:01.739662+00;2026-04-05 03:00:02.637488+00;f9f9afee-9ad5-4c57-88be-caeeb9d67e91;Giải đoàn thanh niên;9;round_robin;completed;2;2;false;0;d5379f869a01;true;false;false;;;DUPR;false;;"[""2""]";19:53;true;1;
e2bd1ffd-49e3-4823-81ee-0457411698b5;2026-03-23 18:00:14.670708+00;2026-04-07 03:00:02.099013+00;b873a5f6-dea3-4284-ba87-eb7d40b04ae2;DRH Pickleball Tournament;34;large_playoff;completed;;2;false;0;7579eca00bb9;true;false;false;;;DUPR;false;;[];;true;1;
492e2707-376a-4ed6-9467-bb7b6d95da42;2026-03-23 09:07:53.704963+00;2026-04-07 03:00:02.099013+00;6bfcb041-8e32-4d16-a4d2-98f44b119bd0;Ok;9;round_robin;completed;2;2;false;0;173a4dbc8212;true;false;false;;;DUPR;false;;"[""1""]";;true;1;
d89f57ad-cea7-434e-a59b-8a96659217c6;2025-12-25 14:25:52.075704+00;2026-02-09 02:02:50.038714+00;6d791ec1-b088-4160-8d76-c161042df831;GT98;8;round_robin;completed;2;2;false;0;1067bc2b7c5d;true;false;false;;;DUPR;false;;[];;true;1;
a3578f8e-9869-4d9d-a9e3-0b07eddbf085;2025-12-23 05:06:19.698627+00;2025-12-24 02:18:32.234843+00;5040f0f2-f564-401c-9737-4b030b6371d7;Bảng đấu mới;24;round_robin;completed;6;2;false;0;212906467a39;true;false;false;;;DUPR;false;;[];;true;1;
66a99480-60d2-468e-9017-28b1cb661913;2025-12-24 06:26:23.574702+00;2025-12-24 06:34:25.350835+00;5040f0f2-f564-401c-9737-4b030b6371d7;test1;6;round_robin;completed;2;2;false;0;b7940f2baf88;true;false;false;;;DUPR;false;;[];;true;1;
