id;tournament_id;user_id;created_at
ea06866a-24c5-4696-9222-604de270bdc6;b35ff087-54ab-462b-808d-6af342098f17;5040f0f2-f564-401c-9737-4b030b6371d7;2026-01-22 11:50:45.614774+00
