id;table_id;name;display_order;created_at
d3edd435-704c-4ba0-991a-67a0d8efbff8;ff222ff6-e651-489c-8f6e-15b0a1d8845f;B;1;2026-01-30 02:51:33.461957+00
07001637-1f7a-42c6-afaf-c8fd4e68651a;ff222ff6-e651-489c-8f6e-15b0a1d8845f;C;2;2026-01-30 02:51:33.461957+00
5cdce51f-d288-495e-9ccc-77d625249aaf;ff222ff6-e651-489c-8f6e-15b0a1d8845f;D;3;2026-01-30 02:51:33.461957+00
ea4877ca-eba8-48a3-8d89-f0fd76c2bcec;fd950b3f-8983-4653-afa4-abb67eff9438;H;7;2026-04-03 09:28:22.046475+00
031ee7c8-ef70-4d02-8167-dd312d92a4f5;f5f143ff-a27e-4cbd-8632-3e4f307783fe;A;0;2026-04-03 15:36:43.849179+00
1fd37596-6f37-4e6a-99dc-70188cb30a6a;f5f143ff-a27e-4cbd-8632-3e4f307783fe;B;1;2026-04-03 15:36:43.849179+00
80ca2247-e5bc-45cb-9c8e-461606c56a61;f5f143ff-a27e-4cbd-8632-3e4f307783fe;C;2;2026-04-03 15:36:43.849179+00
711b8e9f-26b0-4096-81cb-e6b48191606e;f5f143ff-a27e-4cbd-8632-3e4f307783fe;D;3;2026-04-03 15:36:43.849179+00
d24e56bc-e600-4a91-9079-64d7a601e1c1;3a6961a0-81f7-4648-8203-104859e7af9d;A;0;2026-04-09 03:07:01.269894+00
8c8e31d6-b43f-449c-a71b-232fc0137d14;6b100c80-c3dd-4646-bcf1-462883ed65c0;A;0;2026-01-31 00:12:26.739461+00
62c10004-edf8-429d-aed3-ac71e82ee6ed;6b100c80-c3dd-4646-bcf1-462883ed65c0;B;1;2026-01-31 00:12:26.739461+00
c46d068e-243c-449d-a94e-fc97439afdec;6b100c80-c3dd-4646-bcf1-462883ed65c0;C;2;2026-01-31 00:12:26.739461+00
d0fbe8f2-6f24-4df9-b58d-34fcadcfdaaf;6b100c80-c3dd-4646-bcf1-462883ed65c0;D;3;2026-01-31 00:12:26.739461+00
06d39730-d2ed-4560-8488-d27d0830c59f;3a6961a0-81f7-4648-8203-104859e7af9d;B;1;2026-04-09 03:07:01.269894+00
f2573a5d-f6ac-4e42-9a9a-b92737aa7b05;3a6961a0-81f7-4648-8203-104859e7af9d;C;2;2026-04-09 03:07:01.269894+00
14130bed-430f-4d7c-a3d6-127d73a1e4e3;3a6961a0-81f7-4648-8203-104859e7af9d;D;3;2026-04-09 03:07:01.269894+00
a36a0a87-59bc-4222-92a1-9978eaa153cc;3a6961a0-81f7-4648-8203-104859e7af9d;E;4;2026-04-09 03:07:01.269894+00
72090d5c-e50d-4843-949a-0c4dea815a40;3a6961a0-81f7-4648-8203-104859e7af9d;F;5;2026-04-09 03:07:01.269894+00
