id;user_id;type;entity_type;entity_id;related_id;title;message;is_read;created_at
8c6ab3c2-96e3-430b-a374-072545773461;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:12:22.664288+00
108d0f98-abee-4c03-99de-4f10fd1977ee;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:12:22.664288+00
3adae44d-3d75-4320-bc35-5c9648a7692f;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:12:22.664288+00
b893c90d-6eb8-45af-a342-ef2be353d73c;95c01427-e123-454f-9fae-26e953e4a671;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:12:22.664288+00
a13d643c-d7d4-4c1d-84ec-c8e1509e4a4a;12930035-7f31-4623-8ec2-a1833703b714;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:14:45.333885+00
b48da9f8-85d0-45b6-90c6-450f6a1c19b5;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:14:45.333885+00
8337e077-80ad-47a3-bd1a-34978a3e13fd;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:14:45.333885+00
ae64ef1c-dce7-4b5f-9363-bf25243159b9;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:14:45.333885+00
c5de2b8b-c7c5-44ff-8e61-c21a71277469;95c01427-e123-454f-9fae-26e953e4a671;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:14:45.333885+00
176ec735-4e7a-46ab-8856-379563870d78;12930035-7f31-4623-8ec2-a1833703b714;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:18:14.067542+00
